,sj_div,bsns_de,account_id,account_nm,label_kor,label_eng,ifrs_ref,data_tp
302,BS1,20180701,ifrs_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,비유동 기타포괄손익-공정가치 측정 금융자산,Non-current financial assets measured at fair value through other comprehensive income,K-IFRS 1107 문단 8 (8)(가),X
303,BS1,20180701,ifrs_NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,NoncurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,Non-current investments in equity instruments designated at fair value through other comprehensive income,K-IFRS 1107 문단 8 (8)(나),X
304,BS1,20180701,dart_NonCurrentFinancialAssetsHeldToMaturity,NonCurrentFinancialAssetsHeldToMaturity,비유동만기보유금융자산,Non-current financial assets held to maturity,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
305,BS1,20180701,ifrs_NoncurrentFinancialAssetsAtAmortisedCost,NoncurrentFinancialAssetsAtAmortisedCost,비유동 상각후원가 측정 금융자산,Non-current financial assets at amortised cost,K-IFRS 1107 문단 8 (6),X
306,BS1,20180701,dart_NonCurrentFairValueFinancialAsset,NonCurrentFairValueFinancialAsset,비유동당기손익인식금융자산,Non-current fair value financial asset,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
307,BS1,20180701,ifrs_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,비유동 당기손익-공정가치 측정 지정 금융자산,"Non-current financial assets at fair value through profit or loss, designated upon initial recognition or subsequently",K-IFRS 1107 문단 8 (1)(가),X
308,BS1,20180701,ifrs_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,비유동 당기손익-공정가치 의무 측정 금융자산,"Non-current financial assets at fair value through profit or loss, mandatorily measured at fair value",K-IFRS 1107 문단 8 (1)(나),X
309,BS1,20180701,dart_NonCurrentFirmCommitmentAsset,NonCurrentFirmCommitmentAsset,비유동확정계약자산,Non-current firm commitment asset,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
310,BS1,20180701,dart_NonCurrentDerivativeAssets,NonCurrentDerivativeAssets,비유동파생상품자산,Non-current derivative assets,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
311,BS1,20180701,dart_InvestedAssetForPostemploymentBenefit,InvestedAssetForPostemploymentBenefit,퇴직급여운용자산/퇴직연금운용자산,Invested asset for postemployment benefit,K-IFRS 1019 문단 140 (1),X
312,BS1,20180701,dart_DepositsForSeveranceInsurance,DepositsForSeveranceInsurance,퇴직보험예치금,Deposits for severance insurance,K-IFRS 1019 문단 140 (1),X
313,BS1,20180701,ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates,InvestmentsInSubsidiariesJointVenturesAndAssociates,"종속기업, 조인트벤처와 관계기업에 대한 투자자산","Investments in subsidiaries, joint ventures and associates","K-IFRS 1001 문단 55, 문단 78,K-IFRS 1027 문단 10",X
314,BS1,20180701,ifrs_InvestmentsInSubsidiaries,InvestmentsInSubsidiaries,종속기업에 대한 투자자산,Investments in subsidiaries,"K-IFRS 1001 문단 55, 문단 78,K-IFRS 1027 문단 10",X
315,BS1,20180701,ifrs_InvestmentsInJointVentures,InvestmentsInJointVentures,조인트벤처에 대한 투자자산,Investments in joint ventures,"K-IFRS 1001 문단 55, 문단 78,K-IFRS 1027 문단 10",X
316,BS1,20180701,ifrs_InvestmentsInAssociates,InvestmentsInAssociates,관계기업에 대한 투자자산,Investments in associates,"K-IFRS 1001 문단 55, 문단 78,K-IFRS 1027 문단 10",X
317,BS1,20180701,ifrs_InvestmentAccountedForUsingEquityMethod,InvestmentAccountedForUsingEquityMethod,지분법적용 투자지분,Investments accounted for using equity method,"K-IFRS 1001 문단 55, 문단 78,K-IFRS 1027 문단 10",X
318,BS1,20180701,dart_NonCurrentBiologicalAssetsGross,NonCurrentBiologicalAssetsGross,비유동생물자산,"Non-current biological assets, gross","K-IFRS 1001 문단 54 (6),K-IFRS 1001 문단 78",X
319,BS1,20180701,dart_GovernmentGrantsNonCurrentBiologicalAssetsGross,GovernmentGrantsNonCurrentBiologicalAssetsGross,정부보조금,"Government grants, non-current biological assets","K-IFRS 1001 문단 54 (6),K-IFRS 1020 문단 24",(X)
320,BS1,20180701,dart_AccumulatedDepreciationNonCurrentBiologicalAssetsGross,AccumulatedDepreciationNonCurrentBiologicalAssetsGross,감가상각누계액,"Accumulated depreciation, non-current biological assets","K-IFRS 1001 문단 54 (6),K-IFRS 1001 문단 78,K-IFRS 1041 문단 30",(X)
321,BS1,20180701,dart_AccumulatedImpairmentLossNonCurrentBiologicalAssetsGross,AccumulatedImpairmentLossNonCurrentBiologicalAssetsGross,손상차손누계액,"Accumulated Impairment loss, non-current biological assets","K-IFRS 1001 문단 54 (6),K-IFRS 1001 문단 78,K-IFRS 1041 문단 30",(X)
322,BS1,20180701,ifrs_DeferredTaxAssets,DeferredTaxAssets,이연법인세자산,Deferred tax assets,"K-IFRS 1001 문단 54 (15),K-IFRS 1001 문단 56",X
